114.119.138.117 - - [27/Apr/2025:02:01:37 -0400] "GET /index.php/Detail/occurrences/114 HTTP/1.1" 499 0 "https://35.239.124.218/index.php/Detail/occurrences/114" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
35.239.124.218 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:49:52 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 1926 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:49:52 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1626 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:49:52 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 1921 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:49:52 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 2185 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:49:52 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 239 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:49:52 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1635 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:49:52 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1244 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:49:52 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 2258 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:49:52 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1229 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:49:52 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 24 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/media/collectiveaccess/images/4/5/8/21963_ca_attribute_values_value_blob_45850_large.jpg HTTP/1.1" 200 32279 "-" "node"
34.96.45.233 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/media/collectiveaccess/images/4/5/7/40517_ca_attribute_values_value_blob_45718_large.jpg HTTP/1.1" 200 27879 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/media/collectiveaccess/images/4/6/0/71483_ca_attribute_values_value_blob_46042_large.jpg HTTP/1.1" 200 24492 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/media/collectiveaccess/images/4/6/0/32106_ca_attribute_values_value_blob_46040_large.jpg HTTP/1.1" 200 74731 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/media/collectiveaccess/images/0/35306_ca_object_representations_media_12_preview170.jpg HTTP/1.1" 200 4003 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:49:52 -0400] "GET /providence/media/collectiveaccess/images/4/6/0/65315_ca_attribute_values_value_blob_46044_large.jpg HTTP/1.1" 200 51302 "-" "node"
34.96.45.232 - - [30/Apr/2025:14:49:54 -0400] "GET /providence/media/collectiveaccess/images/0/2074_ca_object_representations_media_13_preview170.jpg HTTP/1.1" 200 2270 "-" "node"
34.96.45.233 - - [30/Apr/2025:14:49:55 -0400] "GET /providence/media/collectiveaccess/images/3/3339_ca_object_representations_media_334_original.jpg HTTP/1.1" 200 2847676 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:49:55 -0400] "GET /providence/media/collectiveaccess/images/3/55352_ca_object_representations_media_333_original.jpg HTTP/1.1" 200 13240808 "-" "node"
34.96.45.233 - - [30/Apr/2025:14:49:57 -0400] "GET /providence/media/collectiveaccess/images/3/34193_ca_object_representations_media_330_original.jpg HTTP/1.1" 200 12088691 "-" "node"
34.96.45.233 - - [30/Apr/2025:14:49:58 -0400] "GET /providence/media/collectiveaccess/images/3/5190_ca_object_representations_media_332_original.jpg HTTP/1.1" 200 12600291 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:50:02 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
69.201.164.23 - - [30/Apr/2025:14:50:02 -0400] "POST /providence/index.php/find/QuickSearch/Index HTTP/2.0" 200 7613 "https://archive.meredithmonk.org/providence/index.php/find/QuickSearch/Index" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
172.236.228.197 - - [30/Apr/2025:14:50:03 -0400] "GET / HTTP/1.1" 499 0 "http://35.239.124.218/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
35.239.124.218 - - [30/Apr/2025:14:50:15 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
69.201.164.23 - - [30/Apr/2025:14:50:15 -0400] "GET /providence/index.php/find/BrowseCollections/Index/reset/clear HTTP/2.0" 200 7908 "https://archive.meredithmonk.org/providence/index.php/find/QuickSearch/Index" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
35.239.124.218 - - [30/Apr/2025:14:50:17 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
69.201.164.23 - - [30/Apr/2025:14:50:17 -0400] "POST /providence/index.php/find/BrowseCollections/getFacet HTTP/2.0" 200 1061 "https://archive.meredithmonk.org/providence/index.php/find/BrowseCollections/Index/reset/clear" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
35.239.124.218 - - [30/Apr/2025:14:50:20 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
69.201.164.23 - - [30/Apr/2025:14:50:20 -0400] "GET /providence/index.php/find/BrowseCollections/modifyCriteria/mod_id/0/facet/type_facet/id/364 HTTP/2.0" 200 10201 "https://archive.meredithmonk.org/providence/index.php/find/BrowseCollections/Index/reset/clear" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
35.239.124.218 - - [30/Apr/2025:14:50:27 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
69.201.164.23 - - [30/Apr/2025:14:50:27 -0400] "POST /providence/index.php/find/BrowseCollections/getFacet HTTP/2.0" 200 1018 "https://archive.meredithmonk.org/providence/index.php/find/BrowseCollections/Index/reset/clear" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
35.239.124.218 - - [30/Apr/2025:14:50:29 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
69.201.164.23 - - [30/Apr/2025:14:50:29 -0400] "POST /providence/index.php/find/BrowseCollections/getFacet HTTP/2.0" 200 879 "https://archive.meredithmonk.org/providence/index.php/find/BrowseCollections/Index/reset/clear" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
35.239.124.218 - - [30/Apr/2025:14:50:32 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
69.201.164.23 - - [30/Apr/2025:14:50:32 -0400] "POST /providence/index.php/find/BrowseCollections/getFacet HTTP/2.0" 200 1018 "https://archive.meredithmonk.org/providence/index.php/find/BrowseCollections/Index/reset/clear" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
35.239.124.218 - - [30/Apr/2025:14:50:37 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
69.201.164.23 - - [30/Apr/2025:14:50:37 -0400] "GET /providence/index.php/find/BrowseCollections/modifyCriteria/mod_id/0/facet/type_facet/id/346 HTTP/2.0" 200 11569 "https://archive.meredithmonk.org/providence/index.php/find/BrowseCollections/Index/reset/clear" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
35.239.124.218 - - [30/Apr/2025:14:50:40 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
69.201.164.23 - - [30/Apr/2025:14:50:41 -0400] "GET /providence/index.php/editor/collections/CollectionEditor/Edit/collection_id/142 HTTP/2.0" 200 29004 "https://archive.meredithmonk.org/providence/index.php/find/BrowseCollections/modifyCriteria/mod_id/0/facet/type_facet/id/346" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
35.239.124.218 - - [30/Apr/2025:14:50:41 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
69.201.164.23 - - [30/Apr/2025:14:50:41 -0400] "GET /providence/index.php/lookup/Collection/IDNo?n=EarlyInterdisciplinaryWorks&id=142&_context_id=0 HTTP/2.0" 200 7 "https://archive.meredithmonk.org/providence/index.php/editor/collections/CollectionEditor/Edit/collection_id/142" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
35.239.124.218 - - [30/Apr/2025:14:50:41 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
69.201.164.23 - - [30/Apr/2025:14:50:41 -0400] "GET /providence/index.php/find/RelatedList/Index/ids/%7B%221341%22%3A%225%22%7D/interstitialPrefix/P499CollectionEditorFormItem_/relatedRelTable/ca_entities_x_collections/primaryTable/ca_collections/primaryID/142/relatedTable/ca_entities HTTP/2.0" 200 2303 "https://archive.meredithmonk.org/providence/index.php/editor/collections/CollectionEditor/Edit/collection_id/142" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
34.96.44.232 - - [30/Apr/2025:14:51:12 -0400] "GET /providence/media/collectiveaccess/images/4/5/6/65362_ca_attribute_values_value_blob_45622_large.jpg HTTP/1.1" 200 43407 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:51:12 -0400] "GET /providence/media/collectiveaccess/images/4/5/6/44796_ca_attribute_values_value_blob_45624_large.jpg HTTP/1.1" 404 286 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:51:12 -0400] "GET /providence/media/collectiveaccess/images/4/6/0/70183_ca_attribute_values_value_blob_46032_large.jpg HTTP/1.1" 404 286 "-" "node"
34.96.45.233 - - [30/Apr/2025:14:51:12 -0400] "GET /providence/media/collectiveaccess/images/4/5/4/44570_ca_attribute_values_value_blob_45401_large.jpg HTTP/1.1" 404 286 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:51:12 -0400] "GET /providence/media/collectiveaccess/images/4/5/4/24550_ca_attribute_values_value_blob_45421_large.jpg HTTP/1.1" 200 56191 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:51:12 -0400] "GET /providence/media/collectiveaccess/images/3/9/1/15195_ca_attribute_values_value_blob_39161_large.jpg HTTP/1.1" 404 286 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:51:12 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:51:12 -0400] "POST /providence/service.php/browse/ca_collections HTTP/1.1" 200 10551 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:51:14 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:51:14 -0400] "POST /providence/service.php/browse/ca_collections HTTP/1.1" 200 10551 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:51:14 -0400] "GET /providence/media/collectiveaccess/images/4/5/7/6827_ca_attribute_values_value_blob_45730_large.jpg HTTP/1.1" 200 102781 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:51:14 -0400] "GET /providence/media/collectiveaccess/images/3/9/1/43656_ca_attribute_values_value_blob_39161_large.jpg HTTP/1.1" 200 139679 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:51:14 -0400] "GET /providence/media/collectiveaccess/images/4/5/3/67424_ca_attribute_values_value_blob_45365_large.jpg HTTP/1.1" 200 47768 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:51:14 -0400] "GET /providence/media/collectiveaccess/images/4/8/1/89175_ca_attribute_values_value_blob_48180_large.jpg HTTP/1.1" 200 61088 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:51:14 -0400] "GET /providence/media/collectiveaccess/images/4/5/8/63948_ca_attribute_values_value_blob_45848_large.jpg HTTP/1.1" 200 41341 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:51:15 -0400] "GET /providence/media/collectiveaccess/images/4/5/6/40221_ca_attribute_values_value_blob_45624_large.jpg HTTP/1.1" 200 47076 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:51:15 -0400] "GET /providence/media/collectiveaccess/images/4/6/0/39147_ca_attribute_values_value_blob_46032_large.jpg HTTP/1.1" 200 52726 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:51:15 -0400] "GET /providence/media/collectiveaccess/images/4/5/4/25288_ca_attribute_values_value_blob_45401_large.jpg HTTP/1.1" 200 42626 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:52:24 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:52:24 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:52:24 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 1926 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:52:24 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1334 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 1921 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 1977 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 2254 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 2442 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1626 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1229 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1635 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 2185 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 24 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 239 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:52:25 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1244 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:52:25 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 2258 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:52:27 -0400] "GET /providence/media/collectiveaccess/images/4/5/7/80083_ca_attribute_values_value_blob_45729_large.jpg HTTP/1.1" 200 14306 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:52:27 -0400] "GET /providence/media/collectiveaccess/images/4/5/4/24550_ca_attribute_values_value_blob_45421_large.jpg HTTP/1.1" 200 56191 "-" "node"
34.96.45.233 - - [30/Apr/2025:14:52:27 -0400] "GET /providence/media/collectiveaccess/images/4/6/8/11212_ca_attribute_values_value_blob_46860_large.jpg HTTP/1.1" 200 28785 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:52:27 -0400] "GET /providence/media/collectiveaccess/images/3/9/1/74720_ca_attribute_values_value_blob_39160_large.jpg HTTP/1.1" 200 41841 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:52:27 -0400] "GET /providence/media/collectiveaccess/images/4/5/4/60044_ca_attribute_values_value_blob_45415_large.jpg HTTP/1.1" 200 21934 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:52:27 -0400] "GET /providence/media/collectiveaccess/images/4/5/5/56203_ca_attribute_values_value_blob_45533_large.jpg HTTP/1.1" 200 31405 "-" "node"
34.96.44.232 - - [30/Apr/2025:14:52:33 -0400] "GET /providence/media/collectiveaccess/images/4/6/0/76676_ca_attribute_values_value_blob_46033_large.jpg HTTP/1.1" 200 73744 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:52:33 -0400] "GET /providence/media/collectiveaccess/images/4/8/9/59920_ca_attribute_values_value_blob_48947_large.jpg HTTP/1.1" 200 34940 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:52:34 -0400] "GET /providence/media/collectiveaccess/images/5/19628_ca_object_representations_media_535_preview170.jpg HTTP/1.1" 200 5073 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:52:34 -0400] "GET /providence/media/collectiveaccess/images/5/68044_ca_object_representations_media_532_preview170.jpg HTTP/1.1" 200 2587 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:52:37 -0400] "GET /providence/media/collectiveaccess/images/4/6/39661_ca_object_representations_media_4614_original.tiff HTTP/1.1" 200 9839446 "-" "node"
34.96.45.202 - - [30/Apr/2025:14:52:38 -0400] "GET /providence/media/collectiveaccess/images/4/6/87443_ca_object_representations_media_4615_original.tiff HTTP/1.1" 200 9680574 "-" "node"
154.81.156.35 - - [30/Apr/2025:14:52:39 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
35.239.124.218 - - [30/Apr/2025:14:52:59 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:52:59 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:52:59 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1626 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:52:59 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 2254 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:52:59 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1635 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:53:00 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1229 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:53:00 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 1921 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:53:00 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:53:00 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 2185 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:53:00 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:53:00 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:53:00 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 2258 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:53:00 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:53:00 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:53:00 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:53:00 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 1977 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 1926 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 24 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1244 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 239 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 2442 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:53:00 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1334 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:53:11 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:53:12 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1635 "-" "node"
35.239.124.218 - - [30/Apr/2025:14:53:12 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:53:12 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:53:12 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:53:12 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:53:12 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
35.239.124.218 - - [30/Apr/2025:14:53:12 -0400] "GET /providence/index.php?processIndexingQueue=1 HTTP/1.1" 499 0 "-" "-"
34.96.45.202 - administrator [30/Apr/2025:14:53:12 -0400] "POST /providence/service.php/browse/ca_objects?limit=4 HTTP/1.1" 200 2442 "-" "node"
34.96.45.202 - administrator [30/Apr/2025:14:53:12 -0400] "POST /providence/service.php/browse/ca_collections?limit=4 HTTP/1.1" 200 1626 "-" "node"
